"group";"order";"family";"genus";"species";"area";"country";"from";"to";"period";"origin";"summary";"reference";"href"
"Mollusks (Marine Gasteropod)";"Littorinimorpha";"Littorinidae";"Littorina ";"Littorina littorea";"North Sea";"Germany";2016;2016;"July 2016";"Laboratory Experiment";"Laboratory experiment to investigate the retention in the mucus";"Gutow, L., Bartl, K., Saborowski, R. & Beermann, J. 2019. Gastropod pedal mucus retains microplastics and promotes the uptake of particles by marine periwinkles. Environmental Pollution, 246, 688-696";"https://doi.org/10.1016/j.envpol.2018.12.097"
"Mollusks (Marine Gasteropod)";"Littorinimorpha";"Littorinidae";"Littorina ";"Littorina obtusata";"North Sea";"Germany";2016;2016;"July 2016";"Laboratory Experiment";"Laboratory experiment to investigate the retention in the mucus";"Gutow, L., Bartl, K., Saborowski, R. & Beermann, J. 2019. Gastropod pedal mucus retains microplastics and promotes the uptake of particles by marine periwinkles. Environmental Pollution, 246, 688-696";"https://doi.org/10.1016/j.envpol.2018.12.097"
"Echinoderms";"Camarodonta ";"Parechinidae";"Paracentrotus ";"Paracentrotus lividus";"North East Atlantic Ocean";"Spain";2018;2018;"Previous to 2018";"Laboratory Experiment";"Laboratory Experiment (ingestion and effects of micronized plastics and microplastic leachates)";"Oliviero, M., Tato, T., Schiavo, S., Fernández, V., Manzo, S. & Beiras, R. 2019. Leachates of micronized plastic toys provoke embryotoxic effects upon sea urchin Paracentrotus lividus. Environmental Pollution, 247, 706-715";"https://doi.org/10.1016/j.envpol.2019.01.098"
"Terrestrial Arthropoda";"Entomobryomorpha ";"Isotomidae";"Folsomia ";"Folsomia candida";"South East Asia";"China";2018;2018;"Previous to 2018";"Laboratory Experiment";"Laboratory Experiment (ingestion and effects of micronized plastics and microplastic leachates)";"Ju, H., Zhu, D. & Qiao, M. 2019. Effects of polyethylene microplastics on the gut microbial community, reproduction and avoidance behaviors of the soil springtail, Folsomia candida. Environmental Pollution, 247, 890-897";"https://doi.org/10.1016/j.envpol.2019.01.097"
"Marine Reptil";"Testudines";"Cheloniidae ";"Chelonia ";"Chelonia mydas";"South West Atlantic Ocean";"Brazil";2009;2015;"From 2009 to 2015";"Seawater";"The 68.1% of the sea turtles (201 out of 295) contained plastics in their digestive tracts. A total of 8251 items were recorded wich made up 633.8g.";"Andrades, R., Dos Santos, R.A., Martins, A.S., Teles, D. & Santos, R.G. 2019. Scavenging as a pathway for plastic ingestion by marine animals. Environmental Pollution, 248, 159-165";"https://doi.org/10.1016/j.envpol.2019.02.010"
"Freshwater Fish";"Salmoniformes";"Salmonidae";"Oncorhynchus ";"Oncorhynchus mykiss";"North West Europe";"UK";2018;2018;"Previous to 2018";"Laboratory Experiment";"Laboratory experiment on effects on epithelial cells from gills and intestines";"Bussolaro, D., Wright, S.L., Schnell, S., Schirmer, K., Bury, N.R. & Arlt, V.M. 2019. Co-exposure to polystyrene plastic beads and polycyclic aromatic hydrocarbon contaminants in fish gill (RTgill-W1) and intestinal (RTgutGC) epithelial cells derived from rainbow trout (Oncorhynchus mykiss). Environmental Pollution, 248, 706-714";"https://doi.org/10.1016/j.envpol.2019.02.066"
"Mollusks (Marine Bivalves)";"Cardiida ";"Tellinidae ";"Limecola";"Limecola balthica";"North Baltic Sea";"Finland";2017;2017;"April 2017";"Laboratory Experiment";"Laboratory experiment. One yellow particle (100–300 μm) was found in one individual. Unnacceptable  scientific name, see Macoma balthica.";"Näkki, P., Setälä, O. & Lehtiniemi, M. 2019. Seafloor sediments as microplastic sinks in the northern Baltic Sea–negligible upward transport of buried microplastics by bioturbation. Environmental Pollution, 249, 74-81";"https://doi.org/10.1016/j.envpol.2019.02.099"
"Mollusks (Marine Bivalves)";"Cardiida ";"Tellinidae ";"Macoma";"Macoma balthica";"North Baltic Sea";"Finland";2017;2017;"April 2017";"Laboratory Experiment";"In the publication was referred as Limecola balthica. Laboratory experiment. One yellow particle (100–300 μm) was found in one individual.";"Näkki, P., Setälä, O. & Lehtiniemi, M. 2019. Seafloor sediments as microplastic sinks in the northern Baltic Sea–negligible upward transport of buried microplastics by bioturbation. Environmental Pollution, 249, 74-81";"https://doi.org/10.1016/j.envpol.2019.02.099"
"Mollusks (Marine Bivalves)";"Mytilida ";"Mytilidae";"Mytilus";"Mytilus galloprovincialis";"South West Europe";"Spain";2018;2018;"Previous to 2018";"Laboratory Experiment";"Laboratory experiment";"Fernández, B. & Albentosa, M. 2019. Insights into the uptake, elimination and accumulation of microplastics in mussel. Environmental Pollution, 249, 321-329";"https://doi.org/10.1016/j.envpol.2019.03.037"
"Algae & Plants";"Chroococcales";"Microcystaceae";"Microcystis";"Microcystis panniformis";"South West Europe";"Portugal";2018;2018;"Previous to 2018";"Laboratory Experiment";"Laboratory experiment";"Cunha, C., Faria, M., Nogueira, N., Ferreira, A. & Cordeiro, N. 2019. Marine vs freshwater microalgae exopolymers as biosolutions to microplastics pollution. Environmental Pollution, 249, 372-380";"https://doi.org/10.1016/j.envpol.2019.03.046"
"Algae & Plants";"Sphaeropleales";"Scenedesmaceae";"Scenedesmus";"Scenedesmus";"South West Europe";"Portugal";2018;2018;"Previous to 2018";"Laboratory Experiment";"Laboratory experiment";"Cunha, C., Faria, M., Nogueira, N., Ferreira, A. & Cordeiro, N. 2019. Marine vs freshwater microalgae exopolymers as biosolutions to microplastics pollution. Environmental Pollution, 249, 372-380";"https://doi.org/10.1016/j.envpol.2019.03.046"
"Algae & Plants";"Chlorodendrales";"Chlorodendraceae";"Tetraselmis";"Tetraselmis";"South West Europe";"Portugal";2018;2018;"Previous to 2018";"Laboratory Experiment";"Laboratory experiment";"Cunha, C., Faria, M., Nogueira, N., Ferreira, A. & Cordeiro, N. 2019. Marine vs freshwater microalgae exopolymers as biosolutions to microplastics pollution. Environmental Pollution, 249, 372-380";"https://doi.org/10.1016/j.envpol.2019.03.046"
"Algae & Plants";"Chroococcales";"Microcystaceae";"Gloeocapsa";"Gloeocapsa";"South West Europe";"Portugal";2018;2018;"Previous to 2018";"Laboratory Experiment";"Laboratory experiment";"Cunha, C., Faria, M., Nogueira, N., Ferreira, A. & Cordeiro, N. 2019. Marine vs freshwater microalgae exopolymers as biosolutions to microplastics pollution. Environmental Pollution, 249, 372-380";"https://doi.org/10.1016/j.envpol.2019.03.046"
"Corals & Cnidarians & Sponges";"Actiniaria ";"Aiptasiidae";"Aiptasia ";"Aiptasia pallida";"South West Northamerica";"USA";2019;2019;"Previous to 2019";"Laboratory Experiment";"Laboratory experiment";"de Orte, M.R., Clowez, S. & Caldeira, K. 2019. Response of bleached and symbiotic sea anemones to plastic microfiber exposure. Environmental Pollution, 249, 512-517";"https://doi.org/10.1016/j.envpol.2019.02.100"
"Algae & Plants";"Bacillariophyta ";"Phaeodactylaceae";"Phaeodactylum ";"Phaeodactylum tricornutum";"South West Europe";"Spain";2019;2019;"Previous to 2019";"Laboratory Experiment";"Laboratory experiment";"Sendra, M., Staffieri, E., Yeste, M.P., Moreno-Garrido, I., Gatica, J. M., Corsi, I. & Blasco, J. 2019. Are the primary characteristics of polystyrene nanoplastics responsible for toxicity and ad/absorption in the marine diatom Phaeodactylum tricornutum?. Environmental Pollution, 249, 610-619";"https://doi.org/10.1016/j.envpol.2019.03.047"
"Zooplankton (Freshwater)";"Anomopoda";"Daphniidae";"Daphnia ";"Daphnia magna";"North West Europe";"The Netherlands";2019;2019;"Previous to 2019";"Laboratory Experiment";"Laboratory experiment on toxicity";"Jaikumar, G., Brun, N.R., Vijver, M.G. & Bosker, T. 2019. Reproductive toxicity of primary and secondary microplastics to three cladocerans during chronic exposure. Environmental Pollution, 249, 638-646";"https://doi.org/10.1016/j.envpol.2019.03.085"
"Zooplankton (Freshwater)";"Anomopoda";"Daphniidae";"Daphnia ";"Daphnia pulex";"North West Europe";"The Netherlands";2019;2019;"Previous to 2019";"Laboratory Experiment";"Laboratory experiment on toxicity";"Jaikumar, G., Brun, N.R., Vijver, M.G. & Bosker, T. 2019. Reproductive toxicity of primary and secondary microplastics to three cladocerans during chronic exposure. Environmental Pollution, 249, 638-646";"https://doi.org/10.1016/j.envpol.2019.03.085"
"Zooplankton (Freshwater)";"Anomopoda";"Daphniidae";"Ceriodaphnia";"Ceriodaphnia dubia";"North West Europe";"The Netherlands";2019;2019;"Previous to 2019";"Laboratory Experiment";"Laboratory experiment on toxicity";"Jaikumar, G., Brun, N.R., Vijver, M.G. & Bosker, T. 2019. Reproductive toxicity of primary and secondary microplastics to three cladocerans during chronic exposure. Environmental Pollution, 249, 638-646";"https://doi.org/10.1016/j.envpol.2019.03.085"
"Terrestrial Worm";"Crassiclitellata";"Lumbricidae ";"Eisenia";"Eisenia fetida";"South West Northamerica";"USA";2019;2019;"Previous to 2019";"Laboratory Experiment";"Laboratory experiment on toxicity";"Wang, J., Coffin, S., Sun, C., Schlenk, D. & Gan, J. 2019. Negligible effects of microplastics on animal fitness and HOC bioaccumulation in earthworm Eisenia fetida in soil. Environmental Pollution, 249, 776-784";"https://doi.org/10.1016/j.envpol.2019.03.102"
"Marine Fish";"Scombriformes ";"Trichiuridae ";"Enchelyopus ";"Enchelyopus elongatus";"North West Pacific Ocean";"China";2016;2016;"From 15th to 30th June 2016";"Seawater";"The 65% of fish (13 out of 20) contained microplastics. A total of 63% were fibers, 31% pellets and 6% fragments. Unnacceptable  scientific name, see Zoarces elongatus.";"Sun, X., Li, Q., Shi, Y., Zhao, Y., Zheng, S., Liang, J., Liu, T. & Tian, Z. 2019. Characteristics and retention of microplastics in the digestive tracts of fish from the Yellow Sea. Environmental Pollution, 249, 878-885";"https://doi.org/10.1016/j.envpol.2019.01.110"
"Marine Fish";"Gadiformes";"Gadidae";"Gadus";"Gadus macrocephalus";"North West Pacific Ocean";"China";2016;2016;"From 15th to 30th June 2016";"Seawater";"The 40% of fish (16 out of 40) contained microplastics. A total of 65% were fibers, 29% pellets and 6% fragments";"Sun, X., Li, Q., Shi, Y., Zhao, Y., Zheng, S., Liang, J., Liu, T. & Tian, Z. 2019. Characteristics and retention of microplastics in the digestive tracts of fish from the Yellow Sea. Environmental Pollution, 249, 878-885";"https://doi.org/10.1016/j.envpol.2019.01.110"
"Marine Fish";"Perciformes";"Ammodytidae";"Ammodytes";"Ammodytes personatus";"North West Pacific Ocean";"China";2016;2016;"From 15th to 30th June 2016";"Seawater";"The 40% of fish (20 out of 50) contained microplastics. A total of 89% were fibers and 11% pellets";"Sun, X., Li, Q., Shi, Y., Zhao, Y., Zheng, S., Liang, J., Liu, T. & Tian, Z. 2019. Characteristics and retention of microplastics in the digestive tracts of fish from the Yellow Sea. Environmental Pollution, 249, 878-885";"https://doi.org/10.1016/j.envpol.2019.01.110"
"Marine Fish";"Perciformes";"Pholidae";"Pholis";"Pholis fangi";"North West Pacific Ocean";"China";2016;2016;"From 15th to 30th June 2016";"Seawater";"The 38% of fish (30 out of 79) contained microplastics. A total of 61% were fibers, 21% pellets and 18% fragments";"Sun, X., Li, Q., Shi, Y., Zhao, Y., Zheng, S., Liang, J., Liu, T. & Tian, Z. 2019. Characteristics and retention of microplastics in the digestive tracts of fish from the Yellow Sea. Environmental Pollution, 249, 878-885";"https://doi.org/10.1016/j.envpol.2019.01.110"
"Marine Fish";"Eupercaria";"Sciaenidae";"Larimichthys ";"Larimichthys polyactis";"North West Pacific Ocean";"China";2016;2016;"From 15th to 30th June 2016";"Seawater";"The 37% of fish (11 out of 30) contained microplastics. A total of 38% were fibers and 62% pellets";"Sun, X., Li, Q., Shi, Y., Zhao, Y., Zheng, S., Liang, J., Liu, T. & Tian, Z. 2019. Characteristics and retention of microplastics in the digestive tracts of fish from the Yellow Sea. Environmental Pollution, 249, 878-885";"https://doi.org/10.1016/j.envpol.2019.01.110"
"Marine Fish";"Perciformes";"Triglidae ";"Chelidonichthys ";"Chelidonichthys kumu";"North West Pacific Ocean";"China";2016;2016;"From 15th to 30th June 2016";"Seawater";"The 36% of fish (64 out of 177) contained microplastics. A total of 76% were fibers, 18% pellets and 6% fragments";"Sun, X., Li, Q., Shi, Y., Zhao, Y., Zheng, S., Liang, J., Liu, T. & Tian, Z. 2019. Characteristics and retention of microplastics in the digestive tracts of fish from the Yellow Sea. Environmental Pollution, 249, 878-885";"https://doi.org/10.1016/j.envpol.2019.01.110"
"Marine Fish";"Kurtiformes ";"Apogonidae";"Apogon ";"Apogon lineatus";"North West Pacific Ocean";"China";2016;2016;"From 15th to 30th June 2016";"Seawater";"The 35% of fish (seven out of 20) contained microplastics. A total of 88% were fibers and 13% fragments";"Sun, X., Li, Q., Shi, Y., Zhao, Y., Zheng, S., Liang, J., Liu, T. & Tian, Z. 2019. Characteristics and retention of microplastics in the digestive tracts of fish from the Yellow Sea. Environmental Pollution, 249, 878-885";"https://doi.org/10.1016/j.envpol.2019.01.110"
"Marine Fish";"Scombriformes ";"Trichiuridae";"Eupleurogrammus ";"Eupleurogrammus muticus ";"North West Pacific Ocean";"China";2016;2016;"From 15th to 30th June 2016";"Seawater";"The 33% of fish (five out of 15) contained microplastics. A total of 80% were fibers and 20% pellets";"Sun, X., Li, Q., Shi, Y., Zhao, Y., Zheng, S., Liang, J., Liu, T. & Tian, Z. 2019. Characteristics and retention of microplastics in the digestive tracts of fish from the Yellow Sea. Environmental Pollution, 249, 878-885";"https://doi.org/10.1016/j.envpol.2019.01.110"
"Marine Fish";"Pleuronectiformes";"Pleuronectidae";"Cleisthenes ";"Cleisthenes herzensteini";"North West Pacific Ocean";"China";2016;2016;"From 15th to 30th June 2016";"Seawater";"The 33% of fish (12 out of 36) contained microplastics. A total of 63% were fibers, 19% pellets and 19% fragments";"Sun, X., Li, Q., Shi, Y., Zhao, Y., Zheng, S., Liang, J., Liu, T. & Tian, Z. 2019. Characteristics and retention of microplastics in the digestive tracts of fish from the Yellow Sea. Environmental Pollution, 249, 878-885";"https://doi.org/10.1016/j.envpol.2019.01.110"
"Marine Fish";"Clupeiformes";"Engraulidae ";"Anchoviella ";"Anchoviella commersonii";"North West Pacific Ocean";"China";2016;2016;"From 15th to 30th June 2016";"Seawater";"The 33% of fish (ten out of 30) contained microplastics. A total of 75% were fibers, 8% pellets and 17% fragments. Unnacceptable  scientific name, see Stolephorus commersonnii.";"Sun, X., Li, Q., Shi, Y., Zhao, Y., Zheng, S., Liang, J., Liu, T. & Tian, Z. 2019. Characteristics and retention of microplastics in the digestive tracts of fish from the Yellow Sea. Environmental Pollution, 249, 878-885";"https://doi.org/10.1016/j.envpol.2019.01.110"
"Marine Fish";"Clupeiformes";"Engraulidae ";"Engraulis ";"Engraulis japonicus";"North West Pacific Ocean";"China";2016;2016;"From 15th to 30th June 2016";"Seawater";"The 33% of fish (92 out of 280) contained microplastics. A total of 57% were fibers, 21% pellets and 22% fragments";"Sun, X., Li, Q., Shi, Y., Zhao, Y., Zheng, S., Liang, J., Liu, T. & Tian, Z. 2019. Characteristics and retention of microplastics in the digestive tracts of fish from the Yellow Sea. Environmental Pollution, 249, 878-885";"https://doi.org/10.1016/j.envpol.2019.01.110"
"Marine Fish";"Perciformes";"Hexagrammidae";"Hexagrammos ";"Hexagrammos otakii";"North West Pacific Ocean";"China";2016;2016;"From 15th to 30th June 2016";"Seawater";"The 33% of fish (13 out of 40) contained microplastics. A total of 53% were fibers, 40% pellets and 7% fragments";"Sun, X., Li, Q., Shi, Y., Zhao, Y., Zheng, S., Liang, J., Liu, T. & Tian, Z. 2019. Characteristics and retention of microplastics in the digestive tracts of fish from the Yellow Sea. Environmental Pollution, 249, 878-885";"https://doi.org/10.1016/j.envpol.2019.01.110"
"Marine Fish";"Perciformes";"Liparidae ";"Liparis ";"Liparis tanakae";"North West Pacific Ocean";"China";2016;2016;"From 15th to 30th June 2016";"Seawater";"The 32% of fish (78 out of 245) contained microplastics. A total of 62% were fibers, 29% pellets and 9% fragments";"Sun, X., Li, Q., Shi, Y., Zhao, Y., Zheng, S., Liang, J., Liu, T. & Tian, Z. 2019. Characteristics and retention of microplastics in the digestive tracts of fish from the Yellow Sea. Environmental Pollution, 249, 878-885";"https://doi.org/10.1016/j.envpol.2019.01.110"
